34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
22:44:22.95 (96171768)|STATEMENT_EXECUTE|[1]
22:44:22.95 (96175595)|STATEMENT_EXECUTE|[10]
22:44:22.95 (96185619)|HEAP_ALLOCATE|[10]|Bytes:20
22:44:22.95 (96192349)|HEAP_ALLOCATE|[10]|Bytes:5
22:44:22.95 (96222361)|METHOD_ENTRY|[1]|01p61000007124s|ParticipantTriggerController.ParticipantTriggerController()
22:44:22.95 (96230264)|STATEMENT_EXECUTE|[1]
22:44:22.95 (96238480)|STATEMENT_EXECUTE|[1]
22:44:22.95 (96247439)|METHOD_EXIT|[1]|ParticipantTriggerController
22:44:22.95 (96256047)|HEAP_ALLOCATE|[10]|Bytes:8
22:44:22.95 (96275109)|CONSTRUCTOR_ENTRY|[10]|01p61000007124s|<init>()
22:44:22.95 (96318913)|VARIABLE_SCOPE_BEGIN|[1]|this|alagukannan.ParticipantTriggerController|true|false
22:44:22.95 (96487389)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5a261b60
22:44:22.95 (96525346)|STATEMENT_EXECUTE|[1]
22:44:22.95 (96529137)|STATEMENT_EXECUTE|[23]
22:44:22.95 (96537393)|HEAP_ALLOCATE|[23]|Bytes:4
22:44:22.95 (96632879)|VARIABLE_ASSIGNMENT|[23]|this.eventHandlerMapping|{"s":1,"v":{}}|0x5a261b60
22:44:22.95 (96641998)|CONSTRUCTOR_EXIT|[10]|01p61000007124s|<init>()
22:44:22.95 (96660282)|VARIABLE_ASSIGNMENT|[10]|this.myhandler|0x5a261b60|0x44458018
22:44:22.95 (96667352)|STATEMENT_EXECUTE|[12]
22:44:22.95 (96777488)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (96851651)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (96872250)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (96888772)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (96907777)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (96923790)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (96938930)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (97093038)|HEAP_ALLOCATE|[12]|Bytes:6
22:44:22.95 (97122391)|METHOD_ENTRY|[1]|01p61000007124x|participantInsertBefore.participantInsertBefore()
22:44:22.95 (97129798)|STATEMENT_EXECUTE|[1]
22:44:22.95 (97138090)|STATEMENT_EXECUTE|[1]
22:44:22.95 (97606275)|SYSTEM_MODE_ENTER|false
22:44:22.95 (97615056)|HEAP_ALLOCATE|[12]|Bytes:5
22:44:22.95 (97623226)|SYSTEM_MODE_EXIT|false
22:44:22.95 (97633632)|METHOD_EXIT|[1]|participantInsertBefore
22:44:22.95 (97640302)|HEAP_ALLOCATE|[12]|Bytes:12
22:44:22.95 (97657949)|CONSTRUCTOR_ENTRY|[12]|01p61000007124x|<init>()
22:44:22.95 (97690795)|VARIABLE_SCOPE_BEGIN|[6]|this|alagukannan.participantInsertBefore|true|false
22:44:22.95 (97720699)|VARIABLE_ASSIGNMENT|[6]|this|{}|0xcd26c86
22:44:22.95 (97732717)|SYSTEM_MODE_ENTER|false
22:44:22.95 (97738620)|HEAP_ALLOCATE|[3]|Bytes:5
22:44:22.95 (97747050)|STATEMENT_EXECUTE|[1]
22:44:22.95 (97750861)|HEAP_ALLOCATE|[3]|Bytes:5
22:44:22.95 (97754782)|STATEMENT_EXECUTE|[3]
22:44:22.95 (97766881)|METHOD_ENTRY|[3]|01p61000007124d|alagukannan.Configs.getInstance()
22:44:22.95 (97813863)|HEAP_ALLOCATE|[16]|Bytes:5
22:44:22.95 (97821952)|STATEMENT_EXECUTE|[15]
22:44:22.95 (97825116)|STATEMENT_EXECUTE|[16]
22:44:22.95 (97835526)|METHOD_EXIT|[3]|01p61000007124d|alagukannan.Configs.getInstance()
22:44:22.95 (97846145)|VARIABLE_ASSIGNMENT|[3]|this.myconfig|0x7eb4e353|0xcd26c86
22:44:22.95 (97851163)|STATEMENT_EXECUTE|[4]
22:44:22.95 (97858701)|METHOD_ENTRY|[4]|01p61000007124n|alagukannan.helper.getInstance()
22:44:22.95 (97876417)|HEAP_ALLOCATE|[13]|Bytes:5
22:44:22.95 (97883333)|STATEMENT_EXECUTE|[12]
22:44:22.95 (97886289)|STATEMENT_EXECUTE|[13]
22:44:22.95 (97893804)|METHOD_EXIT|[4]|01p61000007124n|alagukannan.helper.getInstance()
22:44:22.95 (97901913)|VARIABLE_ASSIGNMENT|[4]|this.myhelper|0x4b1d1d1a|0xcd26c86
22:44:22.95 (97926160)|STATEMENT_EXECUTE|[6]
22:44:22.95 (97932418)|SYSTEM_MODE_EXIT|false
22:44:22.95 (97943389)|CONSTRUCTOR_EXIT|[12]|01p61000007124x|<init>()
22:44:22.95 (97974975)|METHOD_ENTRY|[12]|01p61000007124s|alagukannan.ParticipantTriggerController.bind(alagukannan.ParticipantTriggerController.Evt, alagukannan.ParticipantTriggerController.HandlerInterface)
22:44:22.95 (97989834)|VARIABLE_SCOPE_BEGIN|[28]|this|alagukannan.ParticipantTriggerController|true|false
22:44:22.95 (98018927)|VARIABLE_ASSIGNMENT|[28]|this|{"eventHandlerMapping":"0x64ff6541"}|0x5a261b60
22:44:22.95 (98030459)|VARIABLE_SCOPE_BEGIN|[28]|event|alagukannan.ParticipantTriggerController.Evt|true|false
22:44:22.95 (98048427)|VARIABLE_ASSIGNMENT|[28]|event|"beforeinsert"|0x1f0d54b5
22:44:22.95 (98055685)|VARIABLE_SCOPE_BEGIN|[28]|eh|alagukannan.ParticipantTriggerController.HandlerInterface|true|false
22:44:22.95 (98077213)|VARIABLE_ASSIGNMENT|[28]|eh|{"myconfig":"0x7eb4e353","myhelper":"0x4b1d1d1a"}|0xcd26c86
22:44:22.95 (98088190)|STATEMENT_EXECUTE|[29]
22:44:22.95 (98091236)|STATEMENT_EXECUTE|[30]
22:44:22.95 (98126596)|ENTERING_MANAGED_PKG|
22:44:22.95 (98183736)|VARIABLE_SCOPE_BEGIN|[30]|handlers|List<alagukannan.ParticipantTriggerController.HandlerInterface>|true|false
22:44:22.95 (98195359)|VARIABLE_ASSIGNMENT|[30]|handlers|null|
22:44:22.95 (98203106)|STATEMENT_EXECUTE|[32]
22:44:22.95 (98205892)|STATEMENT_EXECUTE|[33]
22:44:22.95 (98213263)|HEAP_ALLOCATE|[33]|Bytes:4
22:44:22.95 (98279791)|ENTERING_MANAGED_PKG|
22:44:22.95 (98323485)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:44:22.95 (98342148)|VARIABLE_ASSIGNMENT|[33]|handlers|{"s":1,"v":[]}|0x1f6e15aa
22:44:22.95 (98349951)|STATEMENT_EXECUTE|[34]
22:44:22.95 (98371677)|ENTERING_MANAGED_PKG|
22:44:22.95 (98396922)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
22:44:22.95 (98408890)|STATEMENT_EXECUTE|[36]
22:44:22.95 (98422705)|ENTERING_MANAGED_PKG|
22:44:22.95 (98445070)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:44:22.95 (98455742)|STATEMENT_EXECUTE|[37]
22:44:22.95 (98463394)|METHOD_EXIT|[12]|01p61000007124s|alagukannan.ParticipantTriggerController.bind(alagukannan.ParticipantTriggerController.Evt, alagukannan.ParticipantTriggerController.HandlerInterface)
22:44:22.95 (98470684)|STATEMENT_EXECUTE|[13]
22:44:22.95 (98486573)|METHOD_ENTRY|[13]|01p61000007124s|alagukannan.ParticipantTriggerController.manage()
22:44:22.95 (98512797)|VARIABLE_SCOPE_BEGIN|[43]|this|alagukannan.ParticipantTriggerController|true|false
22:44:22.95 (98539767)|VARIABLE_ASSIGNMENT|[43]|this|{"eventHandlerMapping":"0x64ff6541"}|0x5a261b60
22:44:22.95 (98551156)|STATEMENT_EXECUTE|[44]
22:44:22.95 (98554172)|STATEMENT_EXECUTE|[45]
22:44:22.95 (98560748)|VARIABLE_SCOPE_BEGIN|[45]|ev|alagukannan.ParticipantTriggerController.Evt|true|false
22:44:22.95 (98568807)|VARIABLE_ASSIGNMENT|[45]|ev|null|
22:44:22.95 (98593155)|STATEMENT_EXECUTE|[55]
22:44:22.95 (98596310)|STATEMENT_EXECUTE|[56]
22:44:22.95 (98610068)|VARIABLE_ASSIGNMENT|[56]|ev|"beforeupdate"|0x4a6a7851
22:44:22.95 (98616062)|STATEMENT_EXECUTE|[75]
22:44:22.95 (98636516)|ENTERING_MANAGED_PKG|
22:44:22.95 (98664440)|VARIABLE_SCOPE_BEGIN|[75]|handlers|List<alagukannan.ParticipantTriggerController.HandlerInterface>|true|false
22:44:22.95 (98673327)|VARIABLE_ASSIGNMENT|[75]|handlers|null|
22:44:22.95 (98681259)|STATEMENT_EXECUTE|[77]
22:44:22.95 (98687134)|METHOD_EXIT|[13]|01p61000007124s|alagukannan.ParticipantTriggerController.manage()
22:44:22.98 (98701964)|CUMULATIVE_LIMIT_USAGE
22:44:22.98 (98701964)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

22:44:22.98 (98701964)|LIMIT_USAGE_FOR_NS|alagukannan|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 3 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of DML rows: 3 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

22:44:22.98 (98701964)|CUMULATIVE_LIMIT_USAGE_END

22:44:22.95 (100045240)|CODE_UNIT_FINISHED|alagukannan.ParticipantTrigger on Participant trigger event BeforeUpdate for [a0F610000038RVG, a0F610000038RVH, a0F610000038RVI]
22:44:22.102 (102371230)|VALIDATION_RULE|03d61000000RiIY|Cannot_change_expired_events_answers
22:44:22.102 (102544053)|VALIDATION_FORMULA|ISPICKVAL(alagukannan__Event__r.alagukannan__Status__c,'Expired')|alagukannan__Event__r.alagukannan__Status__c=Cancelled
22:44:22.102 (102551859)|VALIDATION_PASS
22:44:22.102 (102554762)|VALIDATION_RULE|03d61000000RiIT|Guest_Range_0_to_100
22:44:22.102 (102677360)|VALIDATION_FORMULA|OR(
alagukannan__Guests__c < 0,
alagukannan__Guests__c > 100
)|alagukannan__Guests__c=null
22:44:22.102 (102683768)|VALIDATION_PASS
22:44:22.102 (102750129)|VALIDATION_RULE|03d61000000RiIY|Cannot_change_expired_events_answers
22:44:22.102 (102909185)|VALIDATION_FORMULA|ISPICKVAL(alagukannan__Event__r.alagukannan__Status__c,'Expired')|alagukannan__Event__r.alagukannan__Status__c=Cancelled
22:44:22.102 (102915356)|VALIDATION_PASS
22:44:22.102 (102917536)|VALIDATION_RULE|03d61000000RiIT|Guest_Range_0_to_100
22:44:22.102 (103029709)|VALIDATION_FORMULA|OR(
alagukannan__Guests__c < 0,
alagukannan__Guests__c > 100
)|alagukannan__Guests__c=null
22:44:22.102 (103036296)|VALIDATION_PASS
22:44:22.103 (103097987)|VALIDATION_RULE|03d61000000RiIY|Cannot_change_expired_events_answers
22:44:22.103 (103259569)|VALIDATION_FORMULA|ISPICKVAL(alagukannan__Event__r.alagukannan__Status__c,'Expired')|alagukannan__Event__r.alagukannan__Status__c=Cancelled
22:44:22.103 (103265765)|VALIDATION_PASS
22:44:22.103 (103267888)|VALIDATION_RULE|03d61000000RiIT|Guest_Range_0_to_100
22:44:22.103 (103380913)|VALIDATION_FORMULA|OR(
alagukannan__Guests__c < 0,
alagukannan__Guests__c > 100
)|alagukannan__Guests__c=0
22:44:22.103 (103387153)|VALIDATION_PASS
22:44:22.44 (139843807)|FLOW_ELEMENT_ERROR|UPDATE --- UPDATE FAILED ---  ERRORS :  (FIELD_FILTER_VALIDATION_EXCEPTION) Value does not exist or does not match filter criteria., |FlowRecordUpdate|myRule_1_A1
22:44:22.44 (154195129)|FLOW_START_INTERVIEWS_END|1
22:44:22.0 (154275010)|WF_FLOW_ACTION_ERROR|09L610000008iqg|300610000008dGQ|Error executing flow: alagukannan__Cancelling_the_cricket_game, FlowDefId: 300610000008dGQ, FlowVersionId: 3016100000099tK
22:44:22.0 (154290373)|WF_FLOW_ACTION_ERROR_DETAIL|<b>An unhandled fault has occurred in this flow</b><br>An unhandled fault has occurred while processing the flow.  Please contact your system administrator for more information.
22:44:22.0 (154336741)|WF_FLOW_ACTION_END|09L610000008iqg
22:44:22.0 (154351397)|CODE_UNIT_FINISHED|Workflow:01I61000000w8rk
22:44:22.0 (158907375)|CODE_UNIT_FINISHED|TRIGGERS
22:44:22.0 (158920912)|EXECUTION_FINISHED
